make,model,variant,year,mileage_km,inspection_score,engine_cc,fuel_type,transmission,body_type,city,ownership_count,service_history,accident_history,price,synthetic_data_only
Hyundai,Tucson,AWD,2019,134429,6.2,2000,Petrol,Automatic,SUV,Islamabad,1,unknown,major,4061825,True
Kia,Picanto,AT,2020,95317,7.6,1000,Petrol,Automatic,Hatchback,Faisalabad,2,partial,minor,3596988,True
Toyota,Yaris,ATIV X,2014,217357,8.2,1500,Petrol,Automatic,Sedan,Lahore,1,full,minor,1628103,True
Hyundai,Elantra,GLS,2025,22744,9.8,2000,Petrol,Automatic,Sedan,Lahore,1,full,major,6475313,True
Toyota,Yaris,GLI CVT,2012,226688,8.2,1500,Petrol,Manual,Sedan,Rawalpindi,1,full,minor,1218316,True
Suzuki,Swift,GLX CVT,2023,37626,9.6,1200,Petrol,Manual,Hatchback,Lahore,1,partial,none,5673583,True
Hyundai,Tucson,AWD,2021,105292,5.9,2000,Petrol,Manual,SUV,Karachi,2,unknown,none,4845275,True
Kia,Sportage,Alpha,2018,156058,9.6,2000,Petrol,Automatic,SUV,Rawalpindi,1,partial,none,4961190,True
Hyundai,Elantra,Ultimate,2013,239842,8.7,2000,Petrol,Manual,Sedan,Lahore,1,full,none,2110283,True
Suzuki,Alto,VXL AGS,2015,195020,7.6,660,Petrol,Automatic,Hatchback,Faisalabad,1,unknown,none,2222150,True
Suzuki,Swift,GLX CVT,2020,116547,8.5,1200,Petrol,Automatic,Hatchback,Karachi,1,unknown,none,4280269,True
Honda,Civic,RS,2024,18349,8.9,1800,Hybrid,Manual,Sedan,Lahore,2,full,none,6544837,True
Honda,Civic,RS,2020,120461,9.4,1800,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,4546029,True
Hyundai,Elantra,Ultimate,2015,204323,9.4,2000,Petrol,Manual,Sedan,Rawalpindi,1,full,minor,3167730,True
Toyota,Yaris,GLI CVT,2019,102215,6.7,1500,Petrol,Manual,Sedan,Islamabad,1,full,minor,4089830,True
Hyundai,Tucson,AWD,2022,109922,6.5,2000,Diesel,Automatic,SUV,Islamabad,3,full,minor,5105451,True
Kia,Picanto,AT,2013,246467,7.2,1000,Petrol,Automatic,Hatchback,Karachi,2,partial,minor,1045813,True
Kia,Sportage,Alpha,2025,31788,8.5,2000,Petrol,Automatic,SUV,Lahore,1,full,none,7051335,True
Hyundai,Elantra,GLS,2014,185848,7.5,2000,Hybrid,Automatic,Sedan,Lahore,1,full,none,2739974,True
Honda,City,1.2LS,2016,158322,8.2,1500,Diesel,Manual,Sedan,Lahore,1,full,none,3426367,True
Hyundai,Tucson,FWD,2012,245372,7.9,2000,Petrol,Automatic,SUV,Islamabad,2,full,none,2589986,True
Suzuki,Swift,GLX CVT,2020,116511,10.0,1200,Petrol,Manual,Hatchback,Rawalpindi,1,partial,none,4178717,True
Honda,City,1.5 Aspire,2023,63952,5.8,1500,Petrol,Automatic,Sedan,Lahore,1,partial,none,4932419,True
Suzuki,Alto,VX,2019,145371,7.2,660,Petrol,Automatic,Hatchback,Rawalpindi,1,partial,major,2294562,True
Kia,Sportage,Alpha,2015,178051,7.8,2000,Petrol,Automatic,SUV,Faisalabad,1,full,major,2600511,True
Kia,Sportage,FWD,2025,7994,8.6,2000,Petrol,Automatic,SUV,Karachi,2,partial,none,7218523,True
Kia,Picanto,MT,2014,234024,6.7,1000,Petrol,Manual,Hatchback,Rawalpindi,1,partial,none,1193279,True
Suzuki,Alto,VX,2024,40064,7.4,660,Petrol,Automatic,Hatchback,Karachi,1,partial,major,4515298,True
Toyota,Yaris,ATIV X,2015,206170,8.0,1500,Petrol,Manual,Sedan,Rawalpindi,4,full,minor,2086970,True
Hyundai,Elantra,Ultimate,2024,38396,8.8,2000,Hybrid,Manual,Sedan,Rawalpindi,2,full,minor,6589211,True
Kia,Picanto,AT,2014,221224,10.0,1000,Petrol,Automatic,Hatchback,Lahore,2,full,none,1582312,True
Hyundai,Elantra,Ultimate,2023,71977,10.0,2000,Petrol,Automatic,Sedan,Karachi,2,full,none,5934419,True
Suzuki,Alto,VXR,2015,217147,8.0,660,Petrol,Automatic,Hatchback,Lahore,1,partial,major,1701886,True
Hyundai,Elantra,GLS,2019,105281,6.2,2000,Petrol,Automatic,Sedan,Lahore,1,full,none,4223787,True
Toyota,Yaris,GLI CVT,2014,185910,6.6,1500,Petrol,Manual,Sedan,Rawalpindi,3,full,none,1974913,True
Honda,Civic,VTi,2019,148266,5.6,1800,Petrol,Manual,Sedan,Karachi,1,full,none,3409771,True
Hyundai,Elantra,GLS,2016,198228,8.6,2000,Petrol,Automatic,Sedan,Karachi,1,full,none,2858582,True
Kia,Sportage,Alpha,2020,105854,5.1,2000,Petrol,Manual,SUV,Karachi,2,partial,none,4540520,True
Honda,Civic,VTi,2023,51379,7.6,1800,Petrol,Manual,Sedan,Karachi,1,partial,none,5363660,True
Hyundai,Tucson,AWD,2015,197993,8.6,2000,Hybrid,Automatic,SUV,Rawalpindi,1,partial,none,4236247,True
Hyundai,Tucson,AWD,2021,117701,7.8,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,minor,4804739,True
Hyundai,Elantra,GLS,2020,107644,9.0,2000,Petrol,Automatic,Sedan,Faisalabad,1,full,none,5111282,True
Toyota,Corolla,Altis,2017,145617,6.4,1800,Petrol,Manual,Sedan,Karachi,2,full,none,3466880,True
Honda,Civic,Oriel,2016,162321,6.9,1800,Petrol,Manual,Sedan,Faisalabad,3,partial,none,2431792,True
Hyundai,Tucson,AWD,2015,176333,8.5,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,none,3991223,True
Honda,Civic,Oriel,2012,230042,5.9,1800,Diesel,Automatic,Sedan,Islamabad,1,unknown,none,1329430,True
Toyota,Corolla,GLi,2013,231190,8.4,1800,Petrol,Manual,Sedan,Islamabad,1,partial,none,1729681,True
Hyundai,Tucson,AWD,2019,153335,5.2,2000,Petrol,Automatic,SUV,Faisalabad,1,full,minor,4453782,True
Hyundai,Elantra,GLS,2013,232548,8.7,2000,Petrol,Automatic,Sedan,Karachi,3,unknown,none,2001682,True
Toyota,Corolla,GLi,2013,231633,9.6,1800,Hybrid,Automatic,Sedan,Lahore,3,partial,none,2835835,True
Hyundai,Tucson,FWD,2020,127112,6.2,2000,Petrol,Automatic,SUV,Islamabad,2,full,none,4591111,True
Toyota,Yaris,GLI CVT,2022,50663,5.9,1500,Petrol,Manual,Sedan,Rawalpindi,1,full,none,4740809,True
Honda,City,1.5 Aspire,2023,61823,7.1,1500,Petrol,Automatic,Sedan,Lahore,3,full,none,5182770,True
Honda,City,1.2LS,2013,232123,8.5,1500,Petrol,Automatic,Sedan,Karachi,1,unknown,minor,2068219,True
Toyota,Yaris,ATIV X,2017,154848,7.5,1500,Petrol,Automatic,Sedan,Lahore,1,full,none,3744269,True
Suzuki,Alto,VX,2022,41454,9.7,660,Petrol,Manual,Hatchback,Lahore,2,full,none,4923639,True
Toyota,Corolla,XLi,2012,228437,9.0,1800,Petrol,Automatic,Sedan,Islamabad,1,partial,minor,1990865,True
Toyota,Corolla,Altis,2025,28341,7.1,1800,Petrol,Automatic,Sedan,Islamabad,2,partial,none,6324930,True
Kia,Picanto,AT,2025,54076,8.5,1000,Petrol,Manual,Hatchback,Lahore,1,full,major,4874184,True
Hyundai,Tucson,FWD,2014,252677,7.4,2000,Petrol,Automatic,SUV,Karachi,2,unknown,none,2433018,True
Toyota,Yaris,GLI CVT,2020,116663,5.8,1500,Petrol,Manual,Sedan,Islamabad,1,partial,major,3333441,True
Hyundai,Tucson,AWD,2019,142725,7.9,2000,Petrol,Automatic,SUV,Faisalabad,1,full,none,4745014,True
Honda,Civic,Oriel,2019,140822,9.3,1800,Petrol,Automatic,Sedan,Lahore,2,full,major,3811295,True
Suzuki,Swift,DLX,2016,194096,7.2,1200,Petrol,Automatic,Hatchback,Islamabad,1,full,none,2533628,True
Hyundai,Tucson,AWD,2013,221550,9.2,2000,Petrol,Automatic,SUV,Lahore,2,full,none,3449989,True
Hyundai,Tucson,FWD,2024,30509,9.1,2000,Petrol,Automatic,SUV,Karachi,1,full,none,7274204,True
Suzuki,Swift,DLX,2013,234055,7.6,1200,Petrol,Automatic,Hatchback,Karachi,1,full,major,1286602,True
Hyundai,Tucson,AWD,2013,265672,6.1,2000,Petrol,Manual,SUV,Rawalpindi,2,full,none,1543507,True
Kia,Sportage,FWD,2016,189235,9.1,2000,Petrol,Automatic,SUV,Rawalpindi,2,partial,none,3902945,True
Suzuki,Swift,GLX CVT,2017,145105,8.4,1200,Petrol,Manual,Hatchback,Faisalabad,1,partial,none,3441506,True
Kia,Picanto,MT,2021,72521,6.3,1000,Petrol,Automatic,Hatchback,Rawalpindi,1,partial,none,4015614,True
Kia,Picanto,MT,2013,265898,8.6,1000,Petrol,Manual,Hatchback,Karachi,3,partial,none,502001,True
Kia,Sportage,AWD,2015,214490,6.3,2000,Diesel,Manual,SUV,Lahore,1,full,major,2929709,True
Hyundai,Elantra,GLS,2013,258493,7.8,2000,Petrol,Manual,Sedan,Lahore,1,full,none,2016233,True
Hyundai,Elantra,GLS,2025,11188,8.3,2000,Petrol,Automatic,Sedan,Faisalabad,1,full,none,6685486,True
Honda,Civic,RS,2023,50253,7.0,1800,Petrol,Manual,Sedan,Karachi,4,full,none,5214030,True
Hyundai,Tucson,FWD,2012,243882,7.7,2000,Petrol,Automatic,SUV,Karachi,2,unknown,none,2812698,True
Suzuki,Alto,VXR,2023,51646,7.8,660,Petrol,Automatic,Hatchback,Faisalabad,1,unknown,none,4712508,True
Kia,Picanto,AT,2023,63175,8.2,1000,Hybrid,Automatic,Hatchback,Rawalpindi,1,partial,none,5126607,True
Kia,Sportage,AWD,2023,81928,6.9,2000,Petrol,Manual,SUV,Islamabad,2,partial,none,5544700,True
Honda,Civic,VTi,2022,73815,10.0,1800,Petrol,Automatic,Sedan,Lahore,1,unknown,minor,5719580,True
Hyundai,Elantra,GLS,2021,89984,8.1,2000,Petrol,Automatic,Sedan,Islamabad,2,partial,major,4619996,True
Kia,Sportage,Alpha,2016,163372,6.0,2000,Petrol,Automatic,SUV,Rawalpindi,3,partial,none,3300577,True
Toyota,Corolla,XLi,2024,37170,7.9,1800,Petrol,Automatic,Sedan,Karachi,1,partial,major,5448566,True
Honda,City,1.5 Aspire,2017,159942,6.7,1500,Petrol,Manual,Sedan,Rawalpindi,2,unknown,none,2803721,True
Kia,Picanto,MT,2013,228148,7.8,1000,Petrol,Manual,Hatchback,Islamabad,3,full,minor,1744351,True
Toyota,Corolla,Altis,2021,55855,6.6,1800,Petrol,Automatic,Sedan,Karachi,2,unknown,major,4304615,True
Toyota,Yaris,ATIV X,2016,191524,10.0,1500,Petrol,Manual,Sedan,Islamabad,3,partial,minor,3277361,True
Kia,Sportage,FWD,2013,253357,9.3,2000,Petrol,Manual,SUV,Faisalabad,1,full,minor,2864567,True
Hyundai,Elantra,Ultimate,2018,112914,8.1,2000,Hybrid,Manual,Sedan,Karachi,1,partial,none,4252053,True
Toyota,Yaris,GLI CVT,2018,162769,8.0,1500,Petrol,Automatic,Sedan,Lahore,1,full,none,3071720,True
Suzuki,Alto,VXR,2018,155556,7.4,660,Petrol,Manual,Hatchback,Rawalpindi,2,unknown,minor,2147866,True
Honda,Civic,VTi,2012,251822,8.3,1800,Petrol,Manual,Sedan,Lahore,4,full,none,1217261,True
Toyota,Corolla,GLi,2020,115703,9.6,1800,Hybrid,Automatic,Sedan,Lahore,1,full,none,5327907,True
Suzuki,Swift,DLX,2012,242121,7.1,1200,Diesel,Automatic,Hatchback,Karachi,1,full,major,1240049,True
Kia,Sportage,Alpha,2017,157023,5.7,2000,Petrol,Manual,SUV,Rawalpindi,2,full,none,3634141,True
Hyundai,Tucson,FWD,2012,255058,7.5,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,none,2252580,True
Kia,Sportage,AWD,2016,209954,8.2,2000,Diesel,Automatic,SUV,Islamabad,3,unknown,minor,3162589,True
Kia,Picanto,AT,2024,19579,7.5,1000,Petrol,Manual,Hatchback,Rawalpindi,4,unknown,none,4652882,True
Kia,Picanto,AT,2021,84077,5.8,1000,Petrol,Automatic,Hatchback,Rawalpindi,2,unknown,none,4042670,True
Toyota,Corolla,Altis,2016,137925,7.2,1800,Petrol,Automatic,Sedan,Islamabad,2,partial,none,3727144,True
Kia,Picanto,AT,2025,26681,9.0,1000,Petrol,Automatic,Hatchback,Islamabad,1,partial,none,6182757,True
Kia,Picanto,MT,2019,120570,8.7,1000,Petrol,Automatic,Hatchback,Lahore,1,full,minor,3875331,True
Honda,Civic,RS,2012,260590,9.1,1800,Petrol,Manual,Sedan,Faisalabad,2,full,minor,1649530,True
Suzuki,Alto,VXL AGS,2015,225083,7.5,660,Petrol,Automatic,Hatchback,Lahore,1,partial,minor,1223368,True
Toyota,Yaris,ATIV X,2014,240304,8.1,1500,Petrol,Automatic,Sedan,Islamabad,1,unknown,none,2630534,True
Kia,Sportage,Alpha,2021,101493,8.0,2000,Petrol,Automatic,SUV,Faisalabad,2,unknown,none,5346702,True
Honda,City,1.2LS,2013,288283,6.8,1500,Petrol,Automatic,Sedan,Faisalabad,2,full,none,479664,True
Kia,Picanto,AT,2016,156515,8.3,1000,Hybrid,Manual,Hatchback,Islamabad,1,full,major,2552983,True
Hyundai,Tucson,AWD,2013,221226,8.9,2000,Hybrid,Automatic,SUV,Faisalabad,1,partial,none,3190900,True
Honda,City,1.2LS,2021,86585,7.7,1500,Petrol,Manual,Sedan,Rawalpindi,2,full,none,4481797,True
Honda,Civic,Oriel,2012,261362,8.9,1800,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,1674398,True
Honda,City,1.5 Aspire,2017,111239,9.1,1500,Petrol,Manual,Sedan,Islamabad,3,unknown,none,3688498,True
Toyota,Corolla,Altis,2017,199620,7.0,1800,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,3339845,True
Kia,Sportage,Alpha,2012,212105,6.8,2000,Petrol,Automatic,SUV,Rawalpindi,1,partial,none,2095470,True
Honda,City,1.5 Aspire,2017,182743,8.2,1500,Petrol,Automatic,Sedan,Rawalpindi,1,full,minor,2939165,True
Honda,City,1.5 Aspire,2021,101292,8.6,1500,Petrol,Manual,Sedan,Islamabad,1,full,minor,4594693,True
Suzuki,Alto,VX,2022,70553,8.3,660,Petrol,Automatic,Hatchback,Lahore,1,unknown,major,3967149,True
Toyota,Yaris,GLI CVT,2016,178016,9.3,1500,Petrol,Automatic,Sedan,Rawalpindi,1,full,minor,2758177,True
Hyundai,Tucson,AWD,2016,188345,8.1,2000,Petrol,Automatic,SUV,Islamabad,3,partial,none,4095881,True
Hyundai,Elantra,Ultimate,2012,265554,5.3,2000,Hybrid,Manual,Sedan,Faisalabad,2,unknown,none,846247,True
Toyota,Corolla,XLi,2021,59288,9.8,1800,Petrol,Manual,Sedan,Lahore,1,full,none,5645727,True
Kia,Sportage,Alpha,2018,138187,9.2,2000,Petrol,Manual,SUV,Rawalpindi,2,partial,none,4794152,True
Suzuki,Swift,DLX,2016,199805,5.7,1200,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,2509699,True
Suzuki,Swift,GLX CVT,2017,153142,7.8,1200,Petrol,Automatic,Hatchback,Karachi,1,full,none,3045922,True
Hyundai,Tucson,FWD,2012,246551,9.2,2000,Hybrid,Automatic,SUV,Karachi,2,full,none,3147416,True
Suzuki,Alto,VXR,2019,108345,7.7,660,Hybrid,Manual,Hatchback,Rawalpindi,1,unknown,none,3199231,True
Toyota,Yaris,GLI CVT,2021,47269,7.1,1500,Petrol,Automatic,Sedan,Islamabad,3,partial,none,4739559,True
Honda,Civic,RS,2018,142004,8.4,1800,Hybrid,Automatic,Sedan,Islamabad,1,partial,none,4604095,True
Toyota,Corolla,Altis,2018,145359,7.5,1800,Petrol,Manual,Sedan,Lahore,1,partial,minor,3267789,True
Suzuki,Alto,VX,2013,253412,5.9,660,Petrol,Manual,Hatchback,Faisalabad,2,full,minor,450000,True
Honda,City,1.5 Aspire,2018,140092,7.8,1500,Petrol,Manual,Sedan,Islamabad,4,partial,none,3325351,True
Suzuki,Swift,GLX CVT,2023,72103,6.9,1200,Petrol,Automatic,Hatchback,Rawalpindi,4,partial,minor,4344233,True
Kia,Sportage,FWD,2024,37939,8.9,2000,Petrol,Automatic,SUV,Islamabad,1,partial,none,7072737,True
Kia,Sportage,Alpha,2014,257456,5.9,2000,Petrol,Automatic,SUV,Lahore,1,full,none,2172037,True
Honda,Civic,Oriel,2023,37138,7.3,1800,Petrol,Automatic,Sedan,Faisalabad,2,full,none,5560883,True
Kia,Sportage,Alpha,2018,169445,7.4,2000,Petrol,Manual,SUV,Karachi,1,full,major,3845631,True
Hyundai,Tucson,FWD,2022,78819,6.5,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,major,5198499,True
Suzuki,Swift,DLX,2014,206215,7.3,1200,Hybrid,Automatic,Hatchback,Islamabad,2,full,none,1969787,True
Honda,Civic,RS,2023,55210,7.7,1800,Petrol,Manual,Sedan,Karachi,4,full,minor,5332212,True
Toyota,Corolla,Altis,2019,137088,7.4,1800,Petrol,Automatic,Sedan,Islamabad,2,unknown,none,3615194,True
Hyundai,Tucson,AWD,2021,94475,5.0,2000,Petrol,Automatic,SUV,Lahore,1,full,minor,5024085,True
Kia,Picanto,AT,2021,98335,8.0,1000,Petrol,Automatic,Hatchback,Faisalabad,2,full,none,3898238,True
Honda,Civic,RS,2014,228701,8.9,1800,Petrol,Manual,Sedan,Karachi,1,partial,none,2240406,True
Honda,City,1.5 Aspire,2024,64767,6.8,1500,Petrol,Automatic,Sedan,Faisalabad,1,partial,none,5494340,True
Suzuki,Alto,VXR,2020,82100,8.5,660,Petrol,Manual,Hatchback,Rawalpindi,2,full,minor,3603289,True
Hyundai,Elantra,GLS,2018,127552,5.8,2000,Diesel,Manual,Sedan,Islamabad,2,full,none,4154518,True
Suzuki,Swift,DLX,2021,86253,9.5,1200,Petrol,Automatic,Hatchback,Islamabad,1,full,none,5174591,True
Kia,Picanto,AT,2014,196100,5.4,1000,Petrol,Automatic,Hatchback,Karachi,1,partial,minor,1127081,True
Honda,Civic,VTi,2018,148575,7.3,1800,Petrol,Automatic,Sedan,Islamabad,1,full,major,3525761,True
Suzuki,Alto,VXL AGS,2023,51832,9.2,660,Diesel,Automatic,Hatchback,Karachi,1,partial,none,5187553,True
Toyota,Corolla,GLi,2012,250086,8.6,1800,Petrol,Manual,Sedan,Karachi,1,partial,none,1696841,True
Hyundai,Elantra,GLS,2013,227452,8.0,2000,Petrol,Automatic,Sedan,Karachi,2,partial,none,2360484,True
Toyota,Corolla,GLi,2025,0,5.2,1800,Hybrid,Automatic,Sedan,Lahore,1,full,none,6343925,True
Honda,City,1.2LS,2014,208605,8.7,1500,Petrol,Manual,Sedan,Islamabad,2,full,none,2314860,True
Honda,Civic,RS,2018,157035,9.1,1800,Diesel,Automatic,Sedan,Islamabad,1,partial,none,3897833,True
Honda,City,1.2LS,2019,118450,7.6,1500,Petrol,Automatic,Sedan,Rawalpindi,1,partial,none,4392973,True
Kia,Sportage,FWD,2023,67436,8.5,2000,Hybrid,Manual,SUV,Rawalpindi,1,partial,none,6248906,True
Honda,Civic,Oriel,2024,54938,6.6,1800,Petrol,Automatic,Sedan,Rawalpindi,3,full,none,5429981,True
Hyundai,Tucson,FWD,2015,201199,5.2,2000,Petrol,Automatic,SUV,Islamabad,4,full,none,2946550,True
Kia,Sportage,AWD,2024,18395,8.9,2000,Hybrid,Manual,SUV,Karachi,1,partial,minor,7241990,True
Honda,City,1.2LS,2022,94387,9.8,1500,Petrol,Manual,Sedan,Lahore,3,full,minor,4802938,True
Toyota,Yaris,GLI CVT,2017,151395,9.0,1500,Petrol,Manual,Sedan,Rawalpindi,2,partial,minor,3022102,True
Toyota,Yaris,GLI CVT,2017,162788,7.2,1500,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,3011825,True
Kia,Sportage,Alpha,2017,161218,6.9,2000,Petrol,Automatic,SUV,Rawalpindi,3,partial,none,4129607,True
Honda,City,1.5 Aspire,2013,220004,9.3,1500,Petrol,Manual,Sedan,Rawalpindi,2,full,none,1575734,True
Kia,Sportage,FWD,2024,52390,9.4,2000,Petrol,Automatic,SUV,Karachi,1,full,none,7093272,True
Toyota,Yaris,ATIV X,2018,146046,6.8,1500,Petrol,Automatic,Sedan,Faisalabad,3,unknown,none,2775817,True
Suzuki,Alto,VX,2018,110275,6.6,660,Petrol,Manual,Hatchback,Islamabad,3,partial,none,2707755,True
Kia,Picanto,AT,2012,246992,7.9,1000,Hybrid,Automatic,Hatchback,Karachi,3,partial,none,1348429,True
Kia,Picanto,MT,2016,211900,7.7,1000,Petrol,Automatic,Hatchback,Faisalabad,1,partial,none,2187830,True
Honda,Civic,RS,2013,241067,8.3,1800,Petrol,Automatic,Sedan,Islamabad,4,partial,none,1521439,True
Kia,Picanto,MT,2013,208824,7.6,1000,Petrol,Automatic,Hatchback,Karachi,1,unknown,none,1084899,True
Suzuki,Swift,GLX CVT,2012,264031,9.6,1200,Petrol,Automatic,Hatchback,Karachi,3,full,none,1734860,True
Kia,Sportage,AWD,2024,51263,9.3,2000,Petrol,Automatic,SUV,Islamabad,2,partial,none,6869644,True
Kia,Picanto,MT,2022,71605,7.9,1000,Petrol,Automatic,Hatchback,Lahore,1,full,minor,4683615,True
Suzuki,Alto,VX,2021,97363,7.4,660,Hybrid,Automatic,Hatchback,Faisalabad,1,full,major,4193688,True
Suzuki,Swift,GLX CVT,2025,0,8.3,1200,Petrol,Manual,Hatchback,Lahore,2,full,none,6219819,True
Kia,Picanto,MT,2015,192878,7.8,1000,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,2294833,True
Suzuki,Swift,GLX CVT,2024,83944,8.3,1200,Petrol,Automatic,Hatchback,Lahore,1,full,none,5211902,True
Honda,Civic,RS,2016,192654,8.1,1800,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,2700329,True
Suzuki,Swift,GLX CVT,2022,101474,9.3,1200,Diesel,Automatic,Hatchback,Islamabad,2,full,none,5071740,True
Hyundai,Elantra,GLS,2018,129230,7.4,2000,Petrol,Automatic,Sedan,Lahore,2,full,none,4266311,True
Hyundai,Tucson,FWD,2022,84612,8.0,2000,Petrol,Automatic,SUV,Karachi,2,partial,major,5407972,True
Hyundai,Elantra,Ultimate,2012,275363,7.7,2000,Petrol,Automatic,Sedan,Lahore,3,full,none,627879,True
Honda,City,1.2LS,2017,166430,8.1,1500,Petrol,Automatic,Sedan,Rawalpindi,1,partial,major,2651440,True
Toyota,Yaris,GLI CVT,2015,194395,4.8,1500,Petrol,Manual,Sedan,Rawalpindi,3,unknown,minor,1728003,True
Hyundai,Tucson,FWD,2023,58321,6.1,2000,Petrol,Manual,SUV,Rawalpindi,3,full,minor,5366062,True
Hyundai,Tucson,AWD,2024,30925,8.3,2000,Petrol,Automatic,SUV,Karachi,2,full,none,7042423,True
Honda,City,1.2LS,2016,201144,8.8,1500,Petrol,Automatic,Sedan,Rawalpindi,2,partial,none,2519590,True
Suzuki,Swift,DLX,2024,53218,8.7,1200,Petrol,Automatic,Hatchback,Faisalabad,1,full,major,5302102,True
Suzuki,Swift,GLX CVT,2022,63734,9.7,1200,Petrol,Manual,Hatchback,Islamabad,3,full,none,4891548,True
Toyota,Yaris,ATIV X,2023,48905,5.4,1500,Petrol,Automatic,Sedan,Lahore,4,partial,none,4764961,True
Kia,Picanto,AT,2025,41268,7.0,1000,Hybrid,Automatic,Hatchback,Rawalpindi,3,full,major,5074814,True
Suzuki,Alto,VXL AGS,2015,209948,7.0,660,Hybrid,Automatic,Hatchback,Faisalabad,3,partial,none,2247342,True
Toyota,Yaris,GLI CVT,2016,158968,7.3,1500,Petrol,Automatic,Sedan,Karachi,1,full,none,3032086,True
Honda,Civic,RS,2023,92522,7.5,1800,Petrol,Automatic,Sedan,Karachi,2,partial,minor,4822439,True
Honda,City,1.2LS,2015,201353,9.4,1500,Petrol,Automatic,Sedan,Faisalabad,3,full,minor,2780855,True
Hyundai,Elantra,GLS,2020,110642,6.4,2000,Petrol,Manual,Sedan,Rawalpindi,3,full,minor,3637029,True
Honda,City,1.2LS,2016,180699,6.2,1500,Petrol,Manual,Sedan,Faisalabad,1,full,none,2462244,True
Kia,Picanto,AT,2013,230696,10.0,1000,Petrol,Manual,Hatchback,Faisalabad,1,full,none,1704995,True
Suzuki,Alto,VXR,2017,147501,6.7,660,Petrol,Automatic,Hatchback,Lahore,1,full,none,2719582,True
Kia,Sportage,AWD,2022,81161,8.2,2000,Petrol,Automatic,SUV,Lahore,2,full,major,5360140,True
Kia,Picanto,AT,2015,216558,7.2,1000,Hybrid,Manual,Hatchback,Lahore,1,partial,minor,1854407,True
Hyundai,Elantra,Ultimate,2012,273647,8.9,2000,Hybrid,Automatic,Sedan,Islamabad,1,partial,none,1791412,True
Suzuki,Swift,DLX,2017,146130,8.3,1200,Petrol,Automatic,Hatchback,Lahore,2,full,none,3688047,True
Kia,Picanto,MT,2024,60387,6.8,1000,Hybrid,Automatic,Hatchback,Islamabad,4,partial,none,5024635,True
Suzuki,Swift,GLX CVT,2019,133746,7.5,1200,Petrol,Automatic,Hatchback,Islamabad,4,partial,minor,2778429,True
Kia,Sportage,FWD,2015,185422,7.1,2000,Petrol,Automatic,SUV,Islamabad,2,full,minor,3072963,True
Suzuki,Swift,GLX CVT,2023,62594,7.3,1200,Petrol,Automatic,Hatchback,Islamabad,1,unknown,none,4982312,True
Hyundai,Tucson,AWD,2024,31937,7.4,2000,Petrol,Automatic,SUV,Faisalabad,1,partial,major,6024835,True
Suzuki,Swift,GLX CVT,2021,86630,8.2,1200,Petrol,Manual,Hatchback,Faisalabad,2,full,minor,4225795,True
Kia,Sportage,Alpha,2024,57320,6.9,2000,Petrol,Automatic,SUV,Lahore,2,full,none,6173749,True
Kia,Picanto,MT,2018,142187,7.7,1000,Hybrid,Manual,Hatchback,Lahore,1,full,minor,3193698,True
Honda,City,1.2LS,2015,175945,7.9,1500,Petrol,Manual,Sedan,Faisalabad,3,full,none,2447035,True
Toyota,Yaris,ATIV X,2015,191409,7.1,1500,Petrol,Automatic,Sedan,Lahore,3,full,none,2845961,True
Hyundai,Elantra,Ultimate,2025,6502,7.7,2000,Petrol,Automatic,Sedan,Rawalpindi,1,partial,none,6412783,True
Honda,Civic,VTi,2024,46734,10.0,1800,Petrol,Automatic,Sedan,Islamabad,1,full,none,6401625,True
Hyundai,Elantra,GLS,2018,146959,8.2,2000,Hybrid,Automatic,Sedan,Islamabad,3,full,minor,4129952,True
Toyota,Yaris,ATIV X,2012,265756,7.5,1500,Petrol,Manual,Sedan,Lahore,3,full,none,1014472,True
Toyota,Corolla,Altis,2024,51641,8.3,1800,Petrol,Automatic,Sedan,Lahore,1,full,none,6421124,True
Honda,City,1.2LS,2024,47048,9.0,1500,Petrol,Automatic,Sedan,Islamabad,2,full,none,5959204,True
Honda,City,1.2LS,2020,113405,6.6,1500,Petrol,Manual,Sedan,Karachi,1,full,none,4370156,True
Hyundai,Tucson,AWD,2025,33557,7.0,2000,Hybrid,Automatic,SUV,Karachi,1,full,minor,7025345,True
Kia,Sportage,FWD,2019,111714,7.8,2000,Petrol,Manual,SUV,Lahore,3,full,none,4351154,True
Hyundai,Tucson,FWD,2015,199711,8.6,2000,Petrol,Manual,SUV,Rawalpindi,2,full,none,2950318,True
Hyundai,Tucson,FWD,2021,80452,7.6,2000,Petrol,Automatic,SUV,Karachi,2,unknown,none,5194972,True
Honda,Civic,Oriel,2017,182552,7.9,1800,Hybrid,Manual,Sedan,Faisalabad,1,unknown,none,3192558,True
